"date_received","sender_name","sender_domain","subject","aol_inbox_percent","aol_spam_percent","aol_read_rate","aol_read_delete_rate","aol_delete_rate","google_inbox_percent","google_spam_percent","google_read_rate","google_read_delete_rate","google_delete_rate","yahoo_inbox_percent","yahoo_spam_percent","yahoo_read_rate","yahoo_read_delete_rate","yahoo_delete_rate","outlook_inbox_percent","outlook_spam_percent","outlook_read_rate","outlook_read_delete_rate","outlook_delete_rate","actual_aol_volume","actual_google_volume","actual_yahoo_volume","actual_outlook_volume","actual_overall_volume","90_day_average_panel_size","overall_volume","overall_inbox_placement","read_rate","read_delete_rate","delete_rate","image_link","email_link","source","link_count","broken_link_count","redirect_count","bad_redirect_count","esp_names","company_name","company_address1","company_address2","company_city","company_state","company_zip","company_phone","company_fax","mta_ips"
"02/29/2016","nytdirect@nytimes.com","nytimes.com","DealBook: Argentina Reaches Deal With Hedge Funds Over Debt","100.00","0.00","16.67","0.00","50.00","86.24","13.76","8.17","3.11","61.48","95.00","5.00","0.00","0.00","15.79","66.67","33.33","0.00","0.00","50.00","6","298","20","3","327","858873","936572","86.85","7.75","2.82","58.10","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/9926894e-3ce9-45ce-b4ab-605448b118d5.jpg","http://app.emailanalyst.com/rest/secure/email/body/9926894e-3ce9-45ce-b4ab-605448b118d5","seed+panel","31","15","19","15","","The New York Times Company","620 8th Avenue","","New York","NY","10018","(212) 556-1234","","170.149.174.71|170.149.174.72|64.98.36.17|170.149.168.71|170.149.168.72|209.85.160.178|170.149.168.73|170.149.168.74|170.149.174.73|170.149.174.74"
"02/29/2016","nytdirect@nytimes.com","nytimes.com","Afternoon Update: Eyes on Kennedy, Women Tell Supreme Court Why Abortion Was Right for Them","100.00","0.00","11.76","5.88","5.88","82.00","18.00","15.45","4.88","57.72","80.00","20.00","0.00","0.00","16.67","0.00","100.00","","","","17","150","15","1","183","858873","524136","83.06","13.82","4.61","48.68","https://s3.amazonaws.com/panel-public-image.s3.aws.edatasource.com/d737eb9b-7d8f-4fd5-aee7-7b90dd80ba46.jpg",,"panel","0","0","0","0","","The New York Times Company","620 8th Avenue","","New York","NY","10018","(212) 556-1234","","170.149.174.71|170.149.174.72|128.103.229.181|170.149.174.73|107.14.174.244|170.149.174.74|136.167.2.50|35.9.75.46|209.85.161.174|170.149.168.71|170.149.168.72|167.206.4.197|170.149.168.73|170.149.168.74"
"02/29/2016","ddubois@publicintegrity.org","publicintegrity.org","Spotlight Wins Best Picture Oscar, shining a light on investigative journalism.","50.00","50.00","","","","100.00","0.00","13.58","6.17","40.74","100.00","0.00","","","","","","","","","2","81","4","0","87","858873","249179","98.85","8.14","3.49","30.23","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/ac1f2cc1-00dc-4e04-ae5f-d8136458303d.jpg","http://app.emailanalyst.com/rest/secure/email/body/ac1f2cc1-00dc-4e04-ae5f-d8136458303d","seed+panel","7","0","1","0","MailChimp","The Center for Public Integrity","910 17th Street, NW","Suite 700","Washington","DC","20006","","","205.201.128.38|205.139.105.171|198.2.129.86|205.139.105.174|198.2.138.65|198.2.130.66"
"02/29/2016","access@interactive.wsj.com","interactive.wsj.com","WSJ NEWS ALERT: Valeant Under Investigation by SEC","100.00","0.00","28.57","28.57","28.57","76.74","23.26","33.33","15.15","15.15","60.00","40.00","","","","","","","","","7","43","5","0","55","858873","157527","78.18","30.23","16.28","16.28","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/19daf7cf-5620-4703-8c4c-ec2a1280679e.jpg","http://app.emailanalyst.com/rest/secure/email/body/19daf7cf-5620-4703-8c4c-ec2a1280679e","seed+panel","15","4","17","0","","News Corporation","1211 Avenue of the Americas","4th Floor","New York","NY","10036","(212) 416-3400","","205.203.100.59|205.203.100.48|205.203.100.37|205.203.100.47|205.203.100.58|205.203.100.36|205.203.100.39|205.203.100.49|205.203.100.57|205.203.100.46|205.203.100.56"
"02/29/2016","newsletter@enews.nationalmemo.com","enews.nationalmemo.com","Add your name (Planned Parenthood)","96.43","3.57","11.11","7.41","14.81","89.74","10.26","10.00","4.29","60.00","100.00","0.00","2.38","2.38","28.57","50.00","50.00","25.00","50.00","50.00","28","78","42","4","152","858873","435348","92.76","8.51","4.96","41.13","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/d73ef949-73fa-4f9a-a941-620858226f55.jpg","http://app.emailanalyst.com/rest/secure/email/body/d73ef949-73fa-4f9a-a941-620858226f55","seed+panel","12","0","0","0","MailChimp","Eastern Harbor Media, LLC.","90 Park Avenue 15Th Floor","","New York","NY","10016","","","198.2.190.80|198.2.190.85|198.2.190.138|198.2.182.19|198.2.190.247|198.2.182.181|205.201.128.2|198.2.190.189|198.2.190.254|198.2.181.64|198.2.129.82|198.2.190.186|198.2.182.158|198.2.129.81|198.2.182.24|198.2.182.83|198.2.129.175|198.2.182.50|205.201.131.45|139.78.133.4|205.201.135.216"
"02/29/2016","newsletters@salon.com","salon.com","Salon.com: Rubio and Cruz are the real monsters: Liberals should be rooting for Trump — and he’ll be easier to beat come November","100.00","0.00","0.00","0.00","50.00","88.68","11.32","10.64","2.13","53.19","100.00","0.00","0.00","0.00","14.29","100.00","0.00","100.00","0.00","0.00","2","53","7","1","63","858873","180440","90.48","10.53","1.75","47.37","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/d07968ed-4141-4a5b-b5b1-9b988afd1a88.jpg","http://app.emailanalyst.com/rest/secure/email/body/d07968ed-4141-4a5b-b5b1-9b988afd1a88","seed+panel","70","22","11","4","MailChimp","Salon Internet, Inc","101 Spear Street","Suite 203","San Francisco"," CA ","94105","","","208.72.237.55|198.2.138.167|69.12.208.80|205.201.135.197|198.2.138.97|198.2.138.172|205.201.135.92|198.2.138.160|198.2.130.76"
"02/29/2016","newsletter@nl.slate.com","nl.slate.com","Dear Prudie: Should I tell the office I miss work because I'm clinically depressed?","","","","","","89.47","10.53","23.53","11.76","41.18","100.00","0.00","","","","100.00","0.00","100.00","100.00","0.00","0","19","1","2","22","858873","63010","90.91","30.00","20.00","35.00","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/fc6b6f60-c710-4066-af60-58015df634ad.jpg","http://app.emailanalyst.com/rest/secure/email/body/fc6b6f60-c710-4066-af60-58015df634ad","seed+panel","24","4","22","2","SailThru","Graham Holdings Company","1150 15th Street NW","11th Floor","Washington","DC","20071","+1 202-334-6000","+1 202-334-5075","173.228.155.175|173.228.155.174|173.228.155.173|173.228.155.90|173.228.155.180|173.228.155.149|173.228.155.53|173.228.155.20"
"02/29/2016","daily@dcist.com","dcist.com","Win a Bottle Of Pappy Van Winkle and Make Your Friends Jealous ","100.00","0.00","20.00","20.00","20.00","100.00","0.00","0.00","0.00","21.43","100.00","0.00","","","","","","","","","5","14","1","0","20","858873","57282","100.00","5.00","5.00","20.00","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/3a28161b-18df-4c6d-b99f-599bb65f058b.jpg","http://app.emailanalyst.com/rest/secure/email/body/3a28161b-18df-4c6d-b99f-599bb65f058b","seed+panel","9","0","3","0","MailChimp","Gothamist LLC","155 Water Street","P.O. Box 510","Brooklyn","NY","10012","(917) 627-6915","","198.2.131.206|198.2.130.6|205.201.128.34|198.2.130.13|198.2.130.178"
"02/29/2016","news@newsletters.stltoday.com","newsletters.stltoday.com","Grichuk powers up in scrimmage","","","","","","75.00","25.00","33.33","33.33","50.00","","","","","","0.00","100.00","","","","0","8","0","1","9","858873","25777","66.67","33.33","33.33","50.00","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/f5272657-ef96-415d-9d38-8fa1bdde8fe1.jpg","http://app.emailanalyst.com/rest/secure/email/body/f5272657-ef96-415d-9d38-8fa1bdde8fe1","seed+panel","28","20","7","2","WhatCounts","Lee Enterprises, Incorporated","201 N. Harrison Street","Suite 600","Davenport","IA","52801","(563) 383-2100","","174.46.207.247|174.46.207.249|174.46.207.246"
"02/29/2016","no-reply@thecrimson.com","thecrimson.com","BREAKING: Harvard Files Amicus Brief Against Graduate Student Unionization","100.00","0.00","100.00","100.00","0.00","100.00","0.00","12.50","6.25","75.00","100.00","0.00","","","","","","","","","1","16","2","0","19","858873","54418","100.00","15.79","10.53","63.16","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/1ea8e7bc-8ce8-416b-8289-ff37b21173e5.jpg","http://app.emailanalyst.com/rest/secure/email/body/1ea8e7bc-8ce8-416b-8289-ff37b21173e5","seed+panel","15","7","3","0","MailChimp","Harvard University","60 Oxford Street","","Cambridge","MA","02138","(617) 496-8500","","198.2.183.69|198.2.190.173|198.2.190.57|198.2.183.126"
"02/29/2016","contacto@eldiario.es","eldiario.es","Pedro Sánchez encara su investidura convencido de la dificultad de evitar nuevas elecciones","","","","","","100.00","0.00","20.00","10.00","70.00","","","","","","","","","","","0","10","0","0","10","858873","28641","100.00","20.00","10.00","70.00","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/9ad28a45-2360-4f8b-88a6-fa8bca2ca5dc.jpg","http://app.emailanalyst.com/rest/secure/email/body/9ad28a45-2360-4f8b-88a6-fa8bca2ca5dc","seed+panel","98","5","6","5","MailChimp","ElDiario","Calle Gran Vía, 46, Primer piso","","Madrid","","28013","+1 917585144","","198.2.130.90|205.201.131.8"
"02/29/2016","news@newsletters.stltoday.com","newsletters.stltoday.com","For Leap Day, Leap back in time in St. Louis","100.00","0.00","0.00","0.00","100.00","80.00","20.00","0.00","0.00","50.00","100.00","0.00","0.00","0.00","25.00","100.00","0.00","0.00","0.00","100.00","1","5","4","1","11","858873","31505","90.91","0.00","0.00","50.00","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/1ca223b0-91b5-4d47-a687-5e71931cee1c.jpg","http://app.emailanalyst.com/rest/secure/email/body/1ca223b0-91b5-4d47-a687-5e71931cee1c","seed+panel","26","19","7","7","WhatCounts","Lee Enterprises, Incorporated","201 N. Harrison Street","Suite 600","Davenport","IA","52801","(563) 383-2100","","174.46.207.248|174.46.207.247|174.46.207.249|174.46.207.246|174.46.207.250"
"02/29/2016","info@cironline.org","cironline.org","And the Oscar goes to ... investigative reporting","100.00","0.00","","","","100.00","0.00","20.00","0.00","30.00","100.00","0.00","","","","","","","","","1","10","2","0","13","858873","37233","100.00","15.38","0.00","23.08","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/ee9addea-937a-4ec9-ae20-07c6f5832229.jpg","http://app.emailanalyst.com/rest/secure/email/body/ee9addea-937a-4ec9-ae20-07c6f5832229","seed+panel","26","0","4","0","MailChimp","Center for Investigative Reporting","2130 Center St","Suite 103","Berkeley","CA","94704","(510) 809-3160","","198.2.129.85|198.2.182.85|198.2.129.13"
"02/29/2016","miamiherald_news@miamiherald.com","miamiherald.com","Today in Sports","0.00","100.00","","","","75.00","25.00","16.67","16.67","66.67","100.00","0.00","","","","","","","","","1","8","4","0","13","858873","37233","76.92","10.00","10.00","40.00","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/0e3e1b78-f1b3-4ea6-b090-48cfbce62b4c.jpg","http://app.emailanalyst.com/rest/secure/email/body/0e3e1b78-f1b3-4ea6-b090-48cfbce62b4c","seed+panel","59","10","22","7","Salesforce Marketing Cloud","The McClatchy Company","2100 Q Street","","Sacramento","CA","95816","(916) 321-1855","(916) 321-1964","66.231.83.26|162.144.54.160"
"02/29/2016","alerts@email.wnd.com","email.wnd.com","'Allahu Akbar!': Muslim migrants storm through border fence","100.00","0.00","5.88","5.88","35.29","83.04","16.96","11.83","6.45","48.39","70.83","29.17","23.53","23.53","23.53","100.00","0.00","","","","17","112","24","2","155","858873","443940","83.23","12.40","8.53","41.86","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/82c1c78b-d510-4e6e-a64c-3e86197ae5f9.jpg","http://app.emailanalyst.com/rest/secure/email/body/82c1c78b-d510-4e6e-a64c-3e86197ae5f9","seed+panel","10","1","11","0","Emailvision","WorldNetDaily.com, Inc.","PO Box 1627","","Medford","OR","97501","(800) 496-3266","(541) 474-1770","81.92.124.20|81.92.124.77|81.92.124.137|81.92.124.57|81.92.124.136"
"02/29/2016","nl.thetelegraph@e.thetelegraph.com.au","e.thetelegraph.com.au","Sickening attack on helpless victim","","","","","","88.46","11.54","17.39","0.00","52.17","66.67","33.33","","","","50.00","50.00","","","","0","26","3","2","31","858873","88788","83.87","15.38","0.00","46.15","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/36b6d696-1e55-4dbc-9206-118cfa3fb7f8.jpg","http://app.emailanalyst.com/rest/secure/email/body/36b6d696-1e55-4dbc-9206-118cfa3fb7f8","seed+panel","77","6","278","3","Salesforce Marketing Cloud","News Corporation","1211 Avenue of the Americas","4th Floor","New York","NY","10036","(212) 416-3400","","68.232.199.119"
"02/29/2016","theditor@townhallmail.com","townhallmail.com","It's Super Tuesday Eve: What's Going to Happen Tomorrow?","100.00","0.00","13.89","13.89","27.78","85.51","14.49","6.78","2.82","49.72","100.00","0.00","11.11","5.56","36.11","0.00","100.00","33.33","33.33","0.00","36","207","36","3","282","858873","807686","88.30","8.84","5.22","44.58","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/e1acc01e-a4d8-4da6-bc92-e50494a51ab7.jpg","http://app.emailanalyst.com/rest/secure/email/body/e1acc01e-a4d8-4da6-bc92-e50494a51ab7","seed+panel","91","9","100","7","","Salem Media Group","4880 Santa Rosa Road","","Camarillo","CA","93012","(805) 987-0400","","69.56.46.244|69.56.46.217|69.56.46.216|69.56.46.242|69.56.46.253|69.56.46.243|69.56.46.240|69.56.46.252"
"02/29/2016","theditor@townhallmail.com","townhallmail.com","Trump, Rubio Trade Barbs","96.30","3.70","7.69","3.85","26.92","88.68","11.32","14.36","10.11","54.26","100.00","0.00","13.04","4.35","26.09","60.00","40.00","0.00","0.00","33.33","27","212","23","5","267","858873","764723","89.89","12.92","8.33","47.92","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/0e4a9e42-02ec-4b67-8530-005eb5a9070a.jpg","http://app.emailanalyst.com/rest/secure/email/body/0e4a9e42-02ec-4b67-8530-005eb5a9070a","seed+panel","91","9","100","7","","Salem Media Group","4880 Santa Rosa Road","","Camarillo","CA","93012","(805) 987-0400","","69.56.46.244|69.56.46.217|69.56.46.216|69.56.46.242|69.56.46.253|23.27.50.10|69.56.46.243|69.56.46.240|69.56.46.252"
"02/29/2016","reply@suntimesmail.com","suntimesmail.com","Breaking: Bears Giving WR Alshon Jeffery Franchise Tag","","","","","","80.00","20.00","10.00","0.00","50.00","100.00","0.00","","","","","","","","","0","25","1","0","26","858873","74467","80.77","9.52","0.00","47.62","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/4c978da0-8043-49bc-8720-e8280dc790eb.jpg","http://app.emailanalyst.com/rest/secure/email/body/4c978da0-8043-49bc-8720-e8280dc790eb","seed+panel","9","0","2","0","dotMailer","Sun-Times Media, LLC","350 North Orleans Street","10th Floor","Chicago","IL","60654","(312) 321-3000","(312) 321-3084","94.143.106.186"
"02/29/2016","chicagotribune@e.chicagotribune.com","e.chicagotribune.com","Bears use franchise tag on Alshon Jeffery","100.00","0.00","0.00","0.00","20.00","97.78","2.22","11.36","11.36","45.45","90.00","10.00","0.00","0.00","33.33","","","","","","5","45","10","0","60","858873","171848","96.67","8.62","8.62","41.38","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/59b13045-71f7-49be-ad71-5b02286c8cad.jpg","http://app.emailanalyst.com/rest/secure/email/body/59b13045-71f7-49be-ad71-5b02286c8cad","seed+panel","10","0","5","0","Experian Marketing Services","Tribune Publishing Company","435 North Michigan Avenue","","Chicago","IL","60611","+1 312-222-9100","","8.30.201.115|8.30.201.114|63.232.236.160|63.232.236.161|8.7.44.158|8.7.44.159"
"02/29/2016","news@email.theage.com.au","email.theage.com.au","Riches to rags: A family made homeless from a credit card debt","","","","","","83.33","16.67","0.00","0.00","40.00","100.00","0.00","33.33","33.33","0.00","","","","","","0","6","3","0","9","858873","25777","88.89","12.50","12.50","25.00","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/370cc010-2d98-4063-97b6-027f7f493331.jpg","http://app.emailanalyst.com/rest/secure/email/body/370cc010-2d98-4063-97b6-027f7f493331","seed+panel","37","4","15","0","Salesforce Marketing Cloud","Fairfax Media Limited","1 Darling Island Road","","Pyrmont","NW","2009","(02) 9282-2833","","66.231.81.217"
"02/29/2016","chicagotribune@e.chicagotribune.com","e.chicagotribune.com","CPS lays off 62 employees, 17 of them teachers","100.00","0.00","0.00","0.00","20.00","97.78","2.22","15.91","9.09","47.73","88.89","11.11","0.00","0.00","37.50","","","","","","5","45","9","0","59","858873","168983","96.61","12.28","7.02","43.86","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/a5b467c5-d280-47b4-a5a0-ff151363612a.jpg","http://app.emailanalyst.com/rest/secure/email/body/a5b467c5-d280-47b4-a5a0-ff151363612a","seed+panel","10","0","8","0","Experian Marketing Services","Tribune Publishing Company","435 North Michigan Avenue","","Chicago","IL","60611","+1 312-222-9100","","8.36.64.12|8.30.201.115|8.30.201.114|63.232.236.160|8.7.44.158|63.232.236.161"
"02/29/2016","replies@alternet.org","alternet.org","Robert Reich: Dear GOP, Prepare for Reckoning | John Oliver Compares Trump to Cancer | Best and Worst States for Women in America","100.00","0.00","40.00","40.00","0.00","91.43","8.57","14.06","6.25","46.88","83.33","16.67","0.00","0.00","40.00","66.67","33.33","33.33","0.00","0.00","5","70","6","3","84","858873","240587","90.48","15.79","7.89","42.11","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/f150d542-471b-4e0f-ab12-a9980abc31de.jpg","http://app.emailanalyst.com/rest/secure/email/body/f150d542-471b-4e0f-ab12-a9980abc31de","seed+panel","25","22","2","0","","Independent Media Institute","77 Federal St","","San Francisco","CA","94107","(415) 284-1420","","167.89.18.201|128.230.18.71|198.202.148.68"
"02/29/2016","noreply@therealnews.com","therealnews.com","Was Clintonomics Good for Working People?","100.00","0.00","","","","94.29","5.71","12.12","3.03","57.58","100.00","0.00","0.00","0.00","33.33","","","","","","5","35","3","0","43","858873","123157","95.35","9.76","2.44","46.34","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/eda6823b-ee2e-43d9-aa56-f839c0d4ce89.jpg","http://app.emailanalyst.com/rest/secure/email/body/eda6823b-ee2e-43d9-aa56-f839c0d4ce89","seed+panel","31","0","11","0","SalsaLabs","IWT.TV inc.","231 N. Holliday Street","","Baltimore","MD","21202","+1 410-800-4295","","69.174.83.177|69.174.83.176|69.174.83.171|69.174.83.170|69.174.83.175|69.174.83.174|69.174.83.172"
"02/29/2016","ewg@ewg.org","ewg.org","FW: Monsanto's dream bill is here","100.00","0.00","0.00","0.00","100.00","100.00","0.00","25.00","25.00","50.00","100.00","0.00","33.33","33.33","16.67","0.00","100.00","","","","1","4","6","1","12","858873","34369","91.67","27.27","27.27","36.36","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/8c3d6303-5538-4f82-9356-83373389accf.jpg","http://app.emailanalyst.com/rest/secure/email/body/8c3d6303-5538-4f82-9356-83373389accf","seed+panel","14","0","6","0","SalsaLabs","Environmental Working Group","1436 U Street. NW","Suite 100","Washington","DC","20009 ","(202) 667-6982","","69.174.83.168|69.174.83.167|69.174.83.166|69.174.83.165|69.174.83.169"
"02/29/2016","email@e.adweek.com","e.adweek.com","Burger King Had a Pretty Good Comeback to That Big, Insulting McDonald's Billboard","","","","","","100.00","0.00","21.05","0.00","68.42","66.67","33.33","","","","","","","","","0","19","3","0","22","858873","63010","95.45","19.05","0.00","61.90","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/33050c5b-c056-4eb4-b848-6974884d3fc7.jpg","http://app.emailanalyst.com/rest/secure/email/body/33050c5b-c056-4eb4-b848-6974884d3fc7","seed+panel","41","6","10","2","SailThru","Prometheus Global Media LLC","770 Broadway","15th Floor","New York","NY","10003","(212) 493-4100","(212) 683-4796","173.228.155.175|173.228.155.174|173.228.155.90|173.228.155.173|173.228.155.180|173.228.155.149|204.153.121.10|173.228.155.53|173.228.155.20"
"02/29/2016","newsletter@niemanlab.org","niemanlab.org","Another year, another Warren Buffett shareholder letter without much mention of his newspapers: The latest from Nieman Lab","","","","","","100.00","0.00","4.55","0.00","59.09","100.00","0.00","","","","100.00","0.00","0.00","0.00","100.00","0","22","3","1","26","858873","74467","100.00","3.85","0.00","53.85","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/eba8ed8f-4b62-4d12-97b2-8caaea72fa4a.jpg","http://app.emailanalyst.com/rest/secure/email/body/eba8ed8f-4b62-4d12-97b2-8caaea72fa4a","seed+panel","25","1","3","1","MailChimp","Harvard University","60 Oxford Street","","Cambridge","MA","02138","(617) 496-8500","","205.201.135.223|198.2.129.64|205.201.133.4|205.201.133.176|205.201.133.211"
"02/29/2016","email@e.washingtonpost.com","e.washingtonpost.com","National News Alert: Guilty pleas expected in deaths of U-Va. and Va. Tech students","100.00","0.00","0.00","0.00","27.78","92.57","7.43","15.43","6.79","48.15","100.00","0.00","10.53","10.53","26.32","100.00","0.00","33.33","0.00","0.00","18","175","19","3","215","858873","615788","93.95","13.86","6.44","43.56","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/43e56e45-83b4-40df-85ae-5fd47ea56f83.jpg","http://app.emailanalyst.com/rest/secure/email/body/43e56e45-83b4-40df-85ae-5fd47ea56f83","seed+panel","16","2","10","2","SailThru","Nash Holdings LLC","P.O. Box 94314","","Seattle","WA","98124","+1 206-812-8767","","173.228.155.175|173.228.155.174|173.228.155.90|173.228.155.173|173.228.155.180|173.228.155.149|204.153.121.10|173.228.155.20|173.228.155.53"
"02/29/2016","newsmax@reply.newsmax.com","reply.newsmax.com","Trump Stands by Mussolini Quote; Sasse Says Never Trump; Coburn Endorses Rubio","90.91","9.09","16.00","12.00","36.00","78.45","21.55","16.58","7.92","61.14","96.55","3.45","10.71","8.33","23.81","30.00","70.00","14.29","14.29","0.00","55","515","87","10","667","858873","1910377","81.11","15.34","8.13","52.13","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/61ca2a33-9dc9-4966-8d10-386e4ff1c38c.jpg","http://app.emailanalyst.com/rest/secure/email/body/61ca2a33-9dc9-4966-8d10-386e4ff1c38c","seed+panel","16","0","0","0","","Newsmax Media Inc.","P.O. Box 20989","","West Palm Beach","FL","33416","(800) 485-4350","(561) 686-3350","8.28.94.197|8.28.94.198|8.28.94.195|8.28.94.196|8.28.94.193|8.28.94.194|166.88.18.34|8.28.94.192|206.114.51.38|107.14.174.245|204.11.168.155|8.28.94.209|8.28.94.208|8.28.94.216|8.28.94.217|8.28.94.214|8.28.94.215|8.28.94.212|8.28.94.213|8.28.94.199|98.129.184.12|8.28.94.210|8.28.94.211"
"02/29/2016","newsletter@email.itnews.com.au","email.itnews.com.au","Barrick Gold consolidates five data centres into Supernap","","","","","","100.00","0.00","14.29","14.29","71.43","100.00","0.00","","","","","","","","","0","7","2","0","9","858873","25777","100.00","11.11","11.11","55.56","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/98ffa353-3368-467f-aa23-b1997c2acb1d.jpg","http://app.emailanalyst.com/rest/secure/email/body/98ffa353-3368-467f-aa23-b1997c2acb1d","seed+panel","48","4","53","1","Campaign Monitor","Forum Media Group GMBH","Mandichostr. 18","","Merching","","86504","+1 49082333810","+1 4908233381333","103.28.42.19|103.28.42.119|103.28.42.108"
"02/29/2016","newsletter@lifehack.org","lifehack.org","6 Ways to Clean and Maintain Your Bathroom","100.00","0.00","14.29","0.00","28.57","98.85","1.15","23.35","5.06","60.83","100.00","0.00","17.24","5.17","17.24","55.56","44.44","33.33","40.00","20.00","7","780","58","9","854","858873","2445971","98.48","23.07","5.23","57.31","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/0d206fb8-1087-46bb-8173-087c969daf47.jpg","http://app.emailanalyst.com/rest/secure/email/body/0d206fb8-1087-46bb-8173-087c969daf47","seed+panel","11","0","1","0","Amazon SES","Stepcase Limited","618 Hollywood Plaza","","Mongkok","","","81.999621","","54.240.11.5|54.240.11.6|54.240.10.92|54.240.11.4|128.91.89.93|54.240.10.65|54.240.9.124|54.240.9.72|54.240.9.123|54.240.10.96|54.240.10.95|54.240.10.123|54.240.10.199|198.38.82.254|54.240.10.90|54.240.10.128|54.240.10.127|54.240.9.39|54.240.10.193|54.240.10.25|54.240.9.125|54.240.10.17"
"02/29/2016","digest@fusion.net","fusion.net","Why these KKK members were released from custody","100.00","0.00","50.00","50.00","0.00","100.00","0.00","10.61","1.52","39.39","100.00","0.00","","","","100.00","0.00","0.00","0.00","100.00","2","66","5","1","74","858873","211945","100.00","10.81","2.70","36.49","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/81dce7bc-bb7c-4dcc-bd99-0b56b202752f.jpg","http://app.emailanalyst.com/rest/secure/email/body/81dce7bc-bb7c-4dcc-bd99-0b56b202752f","seed+panel","51","0","28","0","MailChimp","Fusion Media Network, LLC.","8551 NW 30th Terrace","","Doral","FL","33122","+1 305-894-1436","+1 305-702-7235","198.2.183.58|198.2.138.93|198.2.183.63|198.2.130.4|198.2.130.155|198.2.182.92|198.2.131.174|198.2.129.90|198.2.182.27"
"02/29/2016","emails@thedailybeast.com","thedailybeast.com","‘Serial Killer Took My Sister’s Picture’","100.00","0.00","12.50","12.50","37.50","94.83","5.17","12.73","1.82","54.55","100.00","0.00","5.88","0.00","17.65","100.00","0.00","33.33","0.00","66.67","8","116","17","3","144","858873","412435","95.83","12.32","2.17","48.55","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/28e0ea6f-a856-4d4c-9384-caa068ea6a9d.jpg","http://app.emailanalyst.com/rest/secure/email/body/28e0ea6f-a856-4d4c-9384-caa068ea6a9d","seed+panel","79","1","67","0","SailThru","IAC/InterActiveCorp","555 West 18th Street","","New York","NY","10011","(212) 314-7300","(212) 314-7309","173.228.155.175|173.228.155.174|173.228.155.173|173.228.155.180|204.153.121.10|173.228.155.149|173.228.155.20|173.228.155.53"
"02/29/2016","email@e.adweek.com","e.adweek.com","Ad of the Day: Oscar Viewers Fall in Love With Android's Game of Rock, Paper, Scissors","100.00","0.00","","","","100.00","0.00","14.29","0.00","61.90","80.00","20.00","0.00","0.00","25.00","","","","","","1","21","5","0","27","858873","77331","96.30","11.54","0.00","53.85","https://s3.amazonaws.com/eds-image.s3.aws.edatasource.com/72fc88b0-2dde-4621-a6fc-3f5c610fbaaa.jpg","http://app.emailanalyst.com/rest/secure/email/body/72fc88b0-2dde-4621-a6fc-3f5c610fbaaa","seed+panel","41","2","10","2","SailThru","Prometheus Global Media LLC","770 Broadway","15th Floor","New York","NY","10003","(212) 493-4100","(212) 683-4796","173.228.155.175|173.228.155.174|173.228.155.90|173.228.155.180|173.228.155.149|204.153.121.10|173.228.155.20|173.228.155.53"
